Symbol,Name,IPOyear,Sector,Industry,List
STCN,"Steel Connect, Inc.",n/a,Miscellaneous,Business Services,NASDAQ
STLD,"Steel Dynamics, Inc.",1996,Basic Industries,Steel/Iron Ore,NASDAQ
SMRT,"Stein Mart, Inc.",1992,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
STML,"Stemline Therapeutics, Inc.",2013,Health Care,Major Pharmaceuticals,NASDAQ
SRCL,"Stericycle, Inc.",1996,Basic Industries,Environmental Services,NASDAQ
SBT,"Sterling Bancorp, Inc.",2017,Finance,Savings Institutions,NASDAQ
STRL,Sterling Construction Company Inc,n/a,Basic Industries,Military/Government/Technical,NASDAQ
SHOO,"Steven Madden, Ltd.",1993,Consumer Non-Durables,Shoe Manufacturing,NASDAQ
SFIX,"Stitch Fix, Inc.",2017,Consumer Services,Catalog/Specialty Distribution,NASDAQ
SYBT,"Stock Yards Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
STOK,"Stoke Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
BANX,StoneCastle Financial Corp,n/a,n/a,n/a,NASDAQ
STNE,StoneCo Ltd.,2018,Technology,EDP Services,NASDAQ
SSKN,"Strata Skin Sciences, Inc.",n/a,Health Care,Medical/Dental Instruments,NASDAQ
SSYS,"Stratasys, Ltd.",1994,Technology,Computer peripheral equipment,NASDAQ
STRA,"Strategic Education, Inc.",1996,Consumer Services,Other Consumer Services,NASDAQ
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,n/a,n/a,n/a,NASDAQ
STRT,Strattec Security Corporation,n/a,Capital Goods,Auto Parts:O.E.M.,NASDAQ
STRS,Stratus Properties Inc.,n/a,Consumer Services,Homebuilding,NASDAQ
STRM,"Streamline Health Solutions, Inc.",n/a,Technology,EDP Services,NASDAQ
SBBP,Strongbridge Biopharma plc,2015,Health Care,Major Pharmaceuticals,NASDAQ
SUMR,"Summer Infant, Inc.",n/a,Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SMMF,"Summit Financial Group, Inc.",n/a,Finance,Major Banks,NASDAQ
SSBI,Summit State Bank,2006,n/a,n/a,NASDAQ
SMMT,Summit Therapeutics plc,2015,Health Care,Major Pharmaceuticals,NASDAQ
WISA,"Summit Wireless Technologies, Inc.",2018,Technology,Semiconductors,NASDAQ
SNDE,Sundance Energy Inc. ,n/a,Energy,Oil & Gas Production,NASDAQ
SNDL,Sundial Growers Inc.,2019,Consumer Durables,Specialty Chemicals,NASDAQ
SNSS,"Sunesis Pharmaceuticals, Inc.",2005,Health Care,Major Pharmaceuticals,NASDAQ
STKL,"SunOpta, Inc.",n/a,Consumer Services,Farming/Seeds/Milling,NASDAQ
SPWR,SunPower Corporation,2005,Technology,Semiconductors,NASDAQ
RUN,Sunrun Inc.,2015,Capital Goods,Industrial Specialties,NASDAQ
SUNW,"Sunworks, Inc.",n/a,Public Utilities,Telecommunications Equipment,NASDAQ
SLGG,"Super League Gaming, Inc.",2019,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
SMCI,"Super Micro Computer, Inc.",2020,Technology,Computer Manufacturing,NASDAQ
SPCB,"SuperCom, Ltd.",n/a,Technology,Semiconductors,NASDAQ
SCON,Superconductor Technologies Inc.,1993,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SGC,"Superior Group of Companies, Inc.",n/a,Consumer Non-Durables,Apparel,NASDAQ
SUPN,"Supernus Pharmaceuticals, Inc.",2012,Health Care,Major Pharmaceuticals,NASDAQ
SPRT,"support.com, Inc.",2000,Technology,EDP Services,NASDAQ
SURF,"Surface Oncology, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SGRY,"Surgery Partners, Inc.",2015,Health Care,Hospital/Nursing Management,NASDAQ
SRDX,"Surmodics, Inc.",1998,Health Care,Medical/Dental Instruments,NASDAQ
STRO,"Sutro Biopharma, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SSSS,Sutter Rock Capital Corp.,2011,n/a,n/a,NASDAQ
SIVB,SVB Financial Group,n/a,Finance,Major Banks,NASDAQ
SIVBP,SVB Financial Group,n/a,Finance,Major Banks,NASDAQ
SVMK,SVMK Inc.,2018,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SWKH,SWK Holdings Corporation,n/a,Finance,Diversified Financial Services,NASDAQ
SYKE,"Sykes Enterprises, Incorporated",1996,Technology,EDP Services,NASDAQ
SYNC,"Synacor, Inc.",2012,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SYNL,Synalloy Corporation,n/a,Basic Industries,Steel/Iron Ore,NASDAQ
SYNA,Synaptics Incorporated,2002,Technology,Semiconductors,NASDAQ
SNCR,"Synchronoss Technologies, Inc.",2018,Technology,EDP Services,NASDAQ
SNDX,"Syndax Pharmaceuticals, Inc.",2016,Health Care,Major Pharmaceuticals,NASDAQ
SYNH,"Syneos Health, Inc.",2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
SYBX,"Synlogic, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
SNPS,"Synopsys, Inc.",1992,Technology,Computer Software: Prepackaged Software,NASDAQ
SES,"Synthesis Energy Systems, Inc.",n/a,Basic Industries,Major Chemicals,NASDAQ
SYPR,"Sypris Solutions, Inc.",n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
SYRS,"Syros Pharmaceuticals, Inc.",2016,Health Care,Major Pharmaceuticals,NASDAQ
TROW,"T. Rowe Price Group, Inc.",1986,Finance,Investment Bankers/Brokers/Service,NASDAQ
TTOO,"T2 Biosystems, Inc.",2014,Health Care,Medical/Dental Instruments,NASDAQ
TRHC,"Tabula Rasa HealthCare, Inc.",2016,Miscellaneous,Business Services,NASDAQ
TCMD,"Tactile Systems Technology, Inc.",2016,Health Care,Medical/Dental Instruments,NASDAQ
TAIT,Taitron Components Incorporated,1995,Technology,Electronic Components,NASDAQ
TLC,"Taiwan Liposome Company, Ltd.",2018,Health Care,Major Pharmaceuticals,NASDAQ
TTWO,"Take-Two Interactive Software, Inc.",1997,Technology,Computer Software: Prepackaged Software,NASDAQ
TLND,Talend S.A.,2016,Technology,Computer Software: Prepackaged Software,NASDAQ
TNDM,"Tandem Diabetes Care, Inc.",2013,Health Care,Medical/Dental Instruments,NASDAQ
TLF,"Tandy Leather Factory, Inc.",n/a,Consumer Non-Durables,Apparel,NASDAQ
TANH,Tantech Holdings Ltd.,2015,Basic Industries,Major Chemicals,NASDAQ
TAOP,Taoping Inc.,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
TAPM,"Tapinator, Inc.",n/a,n/a,n/a,NASDAQ
TEDU,"Tarena International, Inc.",2014,Consumer Services,Other Consumer Services,NASDAQ
TH,Target Hospitality Corp.,2018,Consumer Services,Hotels/Resorts,NASDAQ
THWWW,Target Hospitality Corp.,2018,Consumer Services,Hotels/Resorts,NASDAQ
TRNX,"Taronis Technologies, Inc.",n/a,Technology,Industrial Machinery/Components,NASDAQ
TATT,TAT Technologies Ltd.,n/a,Capital Goods,Aerospace,NASDAQ
TAYD,"Taylor Devices, Inc.",n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
TCF,TCF Financial Corporation,n/a,Finance,Major Banks,NASDAQ
TCFCP,TCF Financial Corporation,n/a,Finance,Major Banks,NASDAQ
CGBD,"TCG BDC, Inc.",2017,n/a,n/a,NASDAQ
TCRR,TCR2 Therapeutics Inc.,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AMTD,TD Ameritrade Holding Corporation,1997,Finance,Investment Bankers/Brokers/Service,NASDAQ
GLG,"TD Holdings, Inc.",2013,Finance,Major Banks,NASDAQ
PETZ,"TDH Holdings, Inc.",2017,Consumer Non-Durables,Packaged Foods,NASDAQ
TECD,Tech Data Corporation,1986,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
TCCO,Technical Communications Corporation,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
TTGT,"TechTarget, Inc.",2007,Miscellaneous,Business Services,NASDAQ
TGLS,Tecnoglass Inc.,2012,Consumer Durables,Electronic Components,NASDAQ
TGEN,Tecogen Inc.,2014,Capital Goods,Industrial Machinery/Components,NASDAQ
TECTP,"Tectonic Financial, Inc.",2019,Finance,Major Banks,NASDAQ
TELA,"TELA Bio, Inc.",2019,Health Care,Medical/Dental Instruments,NASDAQ
TNAV,"Telenav, Inc.",2010,Capital Goods,Industrial Machinery/Components,NASDAQ
TLGT,"Teligent, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
TELL,Tellurian Inc.,n/a,Energy,Oil & Gas Production,NASDAQ
TENB,"Tenable Holdings, Inc.",2018,Technology,Computer Software: Prepackaged Software,NASDAQ
TENX,"Tenax Therapeutics, Inc.",n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
TZAC,Tenzing Acquisition Corp.,2018,Finance,Business Services,NASDAQ
TZACU,Tenzing Acquisition Corp.,2018,Finance,Business Services,NASDAQ
TZACW,Tenzing Acquisition Corp.,2018,Finance,Business Services,NASDAQ
TER,"Teradyne, Inc.",n/a,Capital Goods,Electrical Products,NASDAQ
TERP,"TerraForm Power, Inc.",2014,Public Utilities,Electric Utilities: Central,NASDAQ
TBNK,Territorial Bancorp Inc.,2009,Finance,Savings Institutions,NASDAQ
TSLA,"Tesla, Inc. ",2010,Capital Goods,Auto Manufacturing,NASDAQ
TESS,TESSCO Technologies Incorporated,1994,Technology,Electronic Components,NASDAQ
TTEK,"Tetra Tech, Inc.",1991,Consumer Services,Military/Government/Technical,NASDAQ
TTPH,"Tetraphase Pharmaceuticals, Inc.",2013,Health Care,Major Pharmaceuticals,NASDAQ
TCBI,"Texas Capital Bancshares, Inc.",2003,Finance,Major Banks,NASDAQ
TCBIL,"Texas Capital Bancshares, Inc.",n/a,Finance,Major Banks,NASDAQ
TCBIP,"Texas Capital Bancshares, Inc.",n/a,Finance,Major Banks,NASDAQ
TXN,Texas Instruments Incorporated,n/a,Technology,Semiconductors,NASDAQ
TXRH,"Texas Roadhouse, Inc.",2004,Consumer Services,Restaurants,NASDAQ
TFFP,"TFF Pharmaceuticals, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
TFSL,TFS Financial Corporation,n/a,Finance,Savings Institutions,NASDAQ
TGTX,"TG Therapeutics, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
WTER,The Alkaline Water Company Inc.,n/a,Consumer Non-Durables,Food Distributors,NASDAQ
ANDE,"The Andersons, Inc.",n/a,Consumer Services,Farming/Seeds/Milling,NASDAQ
TBBK,"The Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
BPRN,The Bank of Princeton,n/a,n/a,n/a,NASDAQ
CG,The Carlyle Group Inc.,2012,Finance,Investment Managers,NASDAQ
CAKE,The Cheesecake Factory Incorporated,1992,Consumer Services,Restaurants,NASDAQ
CHEF,"The Chefs&#39; Warehouse, Inc.",2011,Consumer Non-Durables,Food Distributors,NASDAQ
TCFC,The Community Financial Corporation,n/a,Finance,Major Banks,NASDAQ
DSGX,The Descartes Systems Group Inc.,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
DXYN,"The Dixie Group, Inc.",n/a,Consumer Durables,Home Furnishings,NASDAQ
ENSG,"The Ensign Group, Inc.",2007,Health Care,Hospital/Nursing Management,NASDAQ
XONE,The ExOne Company,2013,Capital Goods,Industrial Machinery/Components,NASDAQ
FBMS,"The First Bancshares, Inc.",n/a,Finance,Major Banks,NASDAQ
FLIC,The First of Long Island Corporation,n/a,Finance,Major Banks,NASDAQ
GT,The Goodyear Tire & Rubber Company,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
HCKT,"The Hackett Group, Inc.",n/a,Consumer Services,Professional Services,NASDAQ
HAIN,"The Hain Celestial Group, Inc.",n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",n/a,n/a,n/a,NASDAQ
INTG,The Intergroup Corporation,n/a,Consumer Services,Building operators,NASDAQ
JYNT,The Joint Corp.,2014,Miscellaneous,Multi-Sector Companies,NASDAQ
KHC,The Kraft Heinz Company,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
OLD,The Long-Term Care ETF,n/a,n/a,n/a,NASDAQ
LOVE,The Lovesac Company,2018,Consumer Services,Other Specialty Stores,NASDAQ
MSG,The Madison Square Garden Company,2015,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
MEET,"The Meet Group, Inc.",n/a,Consumer Services,Advertising,NASDAQ
MIK,"The Michaels Companies, Inc.",2014,Consumer Services,Recreational Products/Toys,NASDAQ
MIDD,The Middleby Corporation,n/a,Technology,Industrial Machinery/Components,NASDAQ
STKS,"The ONE Group Hospitality, Inc.",n/a,Consumer Services,Restaurants,NASDAQ
PECK,"The Peck Company Holdings, Inc.",2016,Public Utilities,Natural Gas Distribution,NASDAQ
PNTG,"The Pennant Group, Inc.",n/a,Health Care,Medical/Nursing Services,NASDAQ
PRSC,The Providence Service Corporation,2003,Consumer Services,Transportation Services,NASDAQ
REAL,"The RealReal, Inc.",2019,Consumer Services,Other Specialty Stores,NASDAQ
RMR,The RMR Group Inc.,n/a,Consumer Services,Professional Services,NASDAQ
SMPL,The Simply Good Foods Company,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
TSG,The Stars Group Inc.,n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
TTD,"The Trade Desk, Inc.",2016,Technology,"Computer Software: Programming, Data Processing",NASDAQ
YORW,The York Water Company,n/a,Public Utilities,Water Supply,NASDAQ
NCTY,The9 Limited,2004,Miscellaneous,Business Services,NASDAQ
TXMD,"TherapeuticsMD, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
TRPX,Therapix Biosciences Ltd.,2017,Health Care,Major Pharmaceuticals,NASDAQ
THTX,Theratechnologies Inc.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TBPH,"Theravance Biopharma, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
THMO,"ThermoGenesis Holdings, Inc.",n/a,Capital Goods,Medical Specialities,NASDAQ
TCRD,"THL Credit, Inc.",2010,n/a,n/a,NASDAQ
THBR,"Thunder Bridge Acquisition II, Ltd.",2019,Finance,Business Services,NASDAQ
THBRU,"Thunder Bridge Acquisition II, Ltd.",2019,Finance,Business Services,NASDAQ
THBRW,"Thunder Bridge Acquisition II, Ltd.",2019,Finance,Business Services,NASDAQ
TLRY,"Tilray, Inc.",2018,Consumer Durables,Specialty Chemicals,NASDAQ
TSBK,"Timberland Bancorp, Inc.",n/a,Finance,Banks,NASDAQ
TIPT,Tiptree Inc.,n/a,Finance,Property-Casualty Insurers,NASDAQ
TITN,Titan Machinery Inc.,2007,Consumer Services,Other Specialty Stores,NASDAQ
TMDI,Titan Medical Inc.,n/a,Health Care,Medical/Dental Instruments,NASDAQ
TTNP,"Titan Pharmaceuticals, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TVTY,"Tivity Health, Inc.",n/a,Health Care,Misc Health and Biotechnology Services,NASDAQ
TIVO,TiVo Corporation,n/a,Miscellaneous,Multi-Sector Companies,NASDAQ
TLSA,Tiziana Life Sciences plc,2018,Health Care,Major Pharmaceuticals,NASDAQ
TMUS,"T-Mobile US, Inc.",n/a,Public Utilities,Telecommunications Equipment,NASDAQ
TMSR,TMSR Holding Company Limited,2015,Finance,Business Services,NASDAQ
TOCA,Tocagen Inc.,2017,Health Care,Major Pharmaceuticals,NASDAQ
TNXP,Tonix Pharmaceuticals Holding Corp.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TOPS,TOP Ships Inc.,n/a,Transportation,Marine Transportation,NASDAQ
TRCH,"Torchlight Energy Resources, Inc.",n/a,Energy,Oil & Gas Production,NASDAQ
TRMD,TORM plc,n/a,Transportation,Marine Transportation,NASDAQ
TOTA,Tottenham Acquisition I Limited,2018,Finance,Business Services,NASDAQ
TOTAR,Tottenham Acquisition I Limited,2018,Finance,Business Services,NASDAQ
TOTAU,Tottenham Acquisition I Limited,2018,Finance,Business Services,NASDAQ
TOTAW,Tottenham Acquisition I Limited,2018,Finance,Business Services,NASDAQ
TBLT,"ToughBuilt Industries, Inc.",2018,Capital Goods,Industrial Machinery/Components,NASDAQ
TBLTW,"ToughBuilt Industries, Inc.",2018,Capital Goods,Industrial Machinery/Components,NASDAQ
TSEM,Tower Semiconductor Ltd.,1994,Technology,Semiconductors,NASDAQ
CLUB,"Town Sports International Holdings, Inc.",2006,Consumer Services,Hotels/Resorts,NASDAQ
TOWN,Towne Bank,n/a,n/a,n/a,NASDAQ
TPIC,"TPI Composites, Inc.",2016,Energy,Industrial Machinery/Components,NASDAQ
TCON,"TRACON Pharmaceuticals, Inc.",2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TSCO,Tractor Supply Company,1994,Consumer Services,RETAIL: Building Materials,NASDAQ
TW,Tradeweb Markets Inc.,2019,Finance,Investment Bankers/Brokers/Service,NASDAQ
TWMC,Trans World Entertainment Corp.,n/a,Consumer Services,Consumer Electronics/Video Chains,NASDAQ
TACT,TransAct Technologies Incorporated,1996,Technology,Computer peripheral equipment,NASDAQ
TRNS,"Transcat, Inc.",n/a,Capital Goods,Electrical Products,NASDAQ
TGA,TransGlobe Energy Corporation,n/a,Energy,Oil & Gas Production,NASDAQ
TBIO,"Translate Bio, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TMDX,"TransMedics Group, Inc.",2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
TA,TravelCenters of America Inc. ,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNI,TravelCenters of America Inc. ,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNL,TravelCenters of America Inc. ,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNZ,TravelCenters of America Inc. ,n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
TZOO,Travelzoo,n/a,Technology,EDP Services,NASDAQ
TRMT,Tremont Mortgage Trust,2017,Consumer Services,Real Estate Investment Trusts,NASDAQ
TRVN,"Trevena, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
TRVI,"Trevi Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
TPCO,Tribune Publishing Company,n/a,Consumer Services,Newspapers/Magazines,NASDAQ
TCDA,"Tricida, Inc.",2018,Health Care,Major Pharmaceuticals,NASDAQ
TCBK,TriCo Bancshares,n/a,Finance,Major Banks,NASDAQ
TDAC,Trident Acquisitions Corp.,2018,Finance,Business Services,NASDAQ
TDACU,Trident Acquisitions Corp.,2018,Finance,Business Services,NASDAQ
TDACW,Trident Acquisitions Corp.,2018,Finance,Business Services,NASDAQ
TRIL,Trillium Therapeutics Inc.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TRS,TriMas Corporation,2007,Capital Goods,Industrial Specialties,NASDAQ
TRMB,Trimble Inc.,1990,Capital Goods,Industrial Machinery/Components,NASDAQ
TRIB,Trinity Biotech plc,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
TCOM,Trip.com Group Limited,n/a,Miscellaneous,Business Services,NASDAQ
TRIP,"TripAdvisor, Inc.",n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
TSC,"TriState Capital Holdings, Inc.",2013,Finance,Major Banks,NASDAQ
TSCAP,"TriState Capital Holdings, Inc.",n/a,Finance,Major Banks,NASDAQ
TSCBP,"TriState Capital Holdings, Inc.",n/a,Finance,Major Banks,NASDAQ
TBK,"Triumph Bancorp, Inc.",2014,Finance,Major Banks,NASDAQ
TRVG,trivago N.V.,2016,Technology,EDP Services,NASDAQ
TROV,"TrovaGene, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TRUE,"TrueCar, Inc.",2014,Technology,"Computer Software: Programming, Data Processing",NASDAQ
TRUP,"Trupanion, Inc.",n/a,Health Care,Medical Specialities,NASDAQ
TRST,TrustCo Bank Corp NY,n/a,Finance,Major Banks,NASDAQ
TRMK,Trustmark Corporation,n/a,Finance,Major Banks,NASDAQ
MEDS,"Trxade Group, Inc.",n/a,Health Care,Other Pharmaceuticals,NASDAQ
TSRI,"TSR, Inc.",n/a,Technology,EDP Services,NASDAQ
TTEC,"TTEC Holdings, Inc.",1996,Technology,Professional Services,NASDAQ
TTMI,"TTM Technologies, Inc.",2000,Technology,Electrical Products,NASDAQ
TC,TuanChe Limited,2018,Miscellaneous,Business Services,NASDAQ
TCX,Tucows Inc.,n/a,Technology,EDP Services,NASDAQ
TUES,Tuesday Morning Corp.,1999,Consumer Services,Department/Specialty Retail Stores,NASDAQ
TOUR,Tuniu Corporation,2014,Consumer Services,Transportation Services,NASDAQ
TPTX,"Turning Point Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
HEAR,Turtle Beach Corporation,n/a,Capital Goods,Telecommunications Equipment,NASDAQ
THCB,Tuscan Holdings Corp.,2019,Finance,Business Services,NASDAQ
THCBU,Tuscan Holdings Corp.,2019,Finance,Business Services,NASDAQ
THCBW,Tuscan Holdings Corp.,2019,Finance,Business Services,NASDAQ
THCA,Tuscan Holdings Corp. II,2019,Finance,Business Services,NASDAQ
THCAU,Tuscan Holdings Corp. II,2019,Finance,Business Services,NASDAQ
THCAW,Tuscan Holdings Corp. II,2019,Finance,Business Services,NASDAQ
TWIN,"Twin Disc, Incorporated",n/a,Technology,Industrial Machinery/Components,NASDAQ
TWST,Twist Bioscience Corporation,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TYME,"Tyme Technologies, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
USCR,"U S Concrete, Inc.",n/a,Capital Goods,Building Materials,NASDAQ
PRTS,"U.S. Auto Parts Network, Inc.",2007,Consumer Services,Other Specialty Stores,NASDAQ
USEG,U.S. Energy Corp.,n/a,Energy,Oil & Gas Production,NASDAQ
GROW,"U.S. Global Investors, Inc.",n/a,Finance,Investment Managers,NASDAQ
USAU,U.S. Gold Corp.,n/a,n/a,n/a,NASDAQ
USWS,"U.S. Well Services, Inc.",2017,Energy,Oilfield Services/Equipment,NASDAQ
USWSW,"U.S. Well Services, Inc.",2017,Energy,Oilfield Services/Equipment,NASDAQ
UFPT,"UFP Technologies, Inc.",1993,Health Care,Medical/Dental Instruments,NASDAQ
ULTA,"Ulta Beauty, Inc.",2007,Consumer Services,Other Specialty Stores,NASDAQ
UCTT,"Ultra Clean Holdings, Inc.",2004,Technology,Semiconductors,NASDAQ
RARE,Ultragenyx Pharmaceutical Inc.,2014,Health Care,Major Pharmaceuticals,NASDAQ
ULBI,Ultralife Corporation,1992,Miscellaneous,Industrial Machinery/Components,NASDAQ
UMBF,UMB Financial Corporation,n/a,Finance,Major Banks,NASDAQ
UMPQ,Umpqua Holdings Corporation,n/a,Finance,Savings Institutions,NASDAQ
UNAM,Unico American Corporation,n/a,Finance,Property-Casualty Insurers,NASDAQ
